ts,cloud_latency_ms,cpu_pct,mem_pct
1757771817.2689562,22.619962692260742,3.6,2.5
1757771817.3116956,13.187646865844727,6.5,2.5
1757771817.348622,10.392427444458008,6.0,2.5
1757771817.387751,12.24207878112793,6.3,2.5
1757771817.4257393,11.785268783569336,5.8,2.5
1757771817.4610846,9.3994140625,5.4,2.5
1757771817.496653,8.97669792175293,7.0,2.5
1757771817.5325146,10.097026824951172,5.3,2.5
1757771817.5667298,8.708715438842773,6.4,2.5
1757771817.6012726,8.569002151489258,7.1,2.5
1757771817.6362715,8.760929107666016,6.3,2.5
1757771817.6727312,9.591102600097656,6.0,2.5
1757771817.707851,8.422374725341797,6.3,2.5
1757771817.742824,9.179830551147461,6.3,2.5
1757771817.777808,9.373188018798828,7.1,2.5
1757771817.814433,10.020971298217773,6.0,2.5
1757771817.8488655,8.477926254272461,6.3,2.5
1757771817.8840945,8.467674255371094,6.3,2.5
1757771817.918988,8.640766143798828,6.3,2.5
1757771817.953314,8.571624755859375,6.4,2.5
1757771817.9880934,8.802413940429688,5.4,2.5
1757771818.0225008,8.606195449829102,5.6,2.5
1757771818.0571175,8.565902709960938,7.1,2.5
1757771818.091307,8.557319641113281,5.5,2.5
1757771818.1268384,8.785724639892578,5.4,2.5
1757771818.1615539,8.608341217041016,6.3,2.5
1757771818.1964006,8.606910705566406,6.3,2.5
1757771818.2309644,8.553504943847656,6.3,2.5
1757771818.2661507,8.802175521850586,6.2,2.5
1757771818.3010378,8.583545684814453,7.1,2.5
1757771818.3350859,8.723735809326172,5.6,2.5
1757771818.3696363,8.620738983154297,6.3,2.5
1757771818.413546,16.670703887939453,7.7,2.5
1757771818.44776,8.551597595214844,7.3,2.5
1757771818.4826944,8.730888366699219,6.2,2.5
1757771818.5178654,8.387088775634766,7.0,2.5
1757771818.5526211,8.709430694580078,5.5,2.5
1757771818.5871916,8.429288864135742,5.5,2.5
1757771818.621921,8.717536926269531,6.3,2.5
1757771818.6566443,8.238792419433594,7.1,2.5
1757771818.6911774,9.034872055053711,6.4,2.5
1757771818.7260587,8.74185562133789,5.4,2.5
1757771818.760707,8.46409797668457,7.2,2.5
1757771818.794976,8.357763290405273,6.4,2.5
1757771818.829494,8.491277694702148,5.5,2.5
1757771818.8636262,8.589506149291992,5.6,2.5
1757771818.8981476,8.496999740600586,6.3,2.5
1757771818.9338083,8.508920669555664,7.8,2.5
1757771818.96828,8.400917053222656,6.3,2.5
1757771819.0024629,8.760452270507812,6.4,2.5
1757771819.0371168,8.877038955688477,6.3,2.5
