ts,stage,frame_id,dt_ms,fps,cpu_pct,mem_pct,forwarded
1757771821.834,capture,131,1.7,,3.7,2.5,131
1757771821.844,detect,131,9.5,,10.0,2.5,131
1757771821.844,sample_decision,131,0.0,,0.0,2.5,131
1757771821.869,capture,132,2.8,,4.8,2.5,132
1757771821.879,detect,132,9.5,,13.3,2.5,132
1757771821.879,sample_decision,132,0.0,,0.0,2.5,132
1757771821.903,capture,133,1.9,,2.6,2.5,133
1757771821.913,detect,133,9.6,,18.7,2.5,133
1757771821.913,sample_decision,133,0.0,,0.0,2.5,133
1757771821.938,capture,134,1.9,,2.5,2.5,134
1757771821.948,detect,134,9.4,,13.3,2.5,134
1757771821.948,sample_decision,134,0.0,,0.0,2.5,134
1757771821.972,capture,135,1.8,,2.6,2.5,135
1757771821.982,detect,135,9.5,,18.7,2.5,135
1757771821.982,sample_decision,135,0.0,,0.0,2.5,135
1757771822.007,capture,136,2.3,,3.7,2.5,136
1757771822.017,detect,136,9.5,,18.7,2.5,136
1757771822.017,sample_decision,136,0.0,,0.0,2.5,136
1757771822.041,capture,137,2.1,,3.9,2.5,137
1757771822.051,detect,137,9.6,,10.0,2.5,137
1757771822.051,sample_decision,137,0.0,,0.0,2.5,137
1757771822.076,capture,138,1.9,,2.6,2.5,138
1757771822.085,detect,138,9.5,,15.6,2.5,138
1757771822.085,sample_decision,138,0.0,,0.0,2.5,138
1757771822.110,capture,139,2.1,,2.5,2.5,139
1757771822.120,detect,139,9.5,,12.9,2.5,139
1757771822.120,sample_decision,139,0.0,,0.0,2.5,139
1757771822.145,capture,140,2.1,,3.8,2.5,140
1757771822.154,detect,140,9.4,,13.3,2.5,140
1757771822.154,sample_decision,140,0.0,,0.0,2.5,140
1757771822.178,capture,141,2.2,,3.9,2.5,141
1757771822.188,detect,141,9.6,,12.9,2.5,141
1757771822.188,sample_decision,141,0.0,,0.0,2.5,141
1757771822.212,capture,142,2.0,,2.6,2.5,142
1757771822.222,detect,142,9.5,,13.3,2.5,142
1757771822.222,sample_decision,142,0.0,,0.0,2.5,142
1757771822.246,capture,143,1.7,,3.9,2.5,143
1757771822.255,detect,143,9.5,,10.3,2.5,143
1757771822.256,sample_decision,143,0.0,,0.0,2.5,143
1757771822.280,capture,144,2.4,,0.0,2.5,144
1757771822.289,detect,144,9.3,,18.7,2.5,144
1757771822.289,sample_decision,144,0.0,,0.0,2.5,144
1757771822.313,capture,145,2.0,,3.9,2.5,145
1757771822.322,detect,145,9.4,,13.3,2.5,145
1757771822.323,sample_decision,145,0.0,,0.0,2.5,145
1757771822.347,capture,146,1.9,,3.9,2.5,146
1757771822.356,detect,146,9.4,,13.3,2.5,146
1757771822.356,sample_decision,146,0.0,,0.0,2.5,146
1757771822.380,capture,147,1.7,,2.7,2.5,147
1757771822.389,detect,147,9.5,,15.6,2.5,147
1757771822.390,sample_decision,147,0.0,,0.0,2.5,147
1757771822.413,capture,148,2.1,,2.7,2.5,148
1757771822.423,detect,148,9.4,,13.3,2.5,148
1757771822.423,sample_decision,148,0.0,,0.0,2.5,148
1757771822.446,capture,149,1.9,,2.7,2.5,149
1757771822.456,detect,149,9.5,,13.3,2.5,149
1757771822.456,sample_decision,149,0.0,,0.0,2.5,149
1757771822.486,capture,150,1.9,,4.0,2.5,150
1757771822.496,detect,150,9.4,,13.3,2.5,150
1757771822.496,sample_decision,150,0.0,,0.0,2.5,150
1757771822.520,capture,151,2.1,,2.6,2.5,151
1757771822.530,detect,151,9.6,,10.0,2.5,151
1757771822.530,sample_decision,151,0.0,,0.0,2.5,151
1757771822.554,capture,152,2.2,,3.8,2.5,152
1757771822.564,detect,152,9.3,,13.8,2.5,152
1757771822.564,sample_decision,152,0.0,,0.0,2.5,152
1757771822.588,capture,153,2.1,,3.8,2.5,153
1757771822.598,detect,153,9.4,,16.1,2.5,153
1757771822.598,sample_decision,153,0.0,,0.0,2.5,153
1757771822.622,capture,154,2.3,,1.3,2.5,154
1757771822.632,detect,154,9.4,,13.3,2.5,154
1757771822.632,sample_decision,154,0.0,,0.0,2.5,154
1757771822.656,capture,155,2.1,,2.6,2.5,155
1757771822.666,detect,155,9.6,,16.1,2.5,155
1757771822.666,sample_decision,155,0.0,,0.0,2.5,155
1757771822.691,capture,156,2.4,,2.6,2.5,156
1757771822.700,detect,156,9.4,,13.3,2.5,156
1757771822.700,sample_decision,156,0.0,,0.0,2.5,156
1757771822.724,capture,157,2.0,,5.2,2.5,157
1757771822.733,detect,157,9.4,,16.1,2.5,157
1757771822.734,sample_decision,157,0.0,,0.0,2.5,157
1757771822.757,capture,158,2.0,,3.9,2.5,158
1757771822.767,detect,158,9.5,,10.0,2.5,158
1757771822.767,sample_decision,158,0.0,,0.0,2.5,158
1757771822.791,capture,159,1.6,,2.7,2.5,159
1757771822.800,detect,159,9.5,,16.1,2.5,159
1757771822.800,sample_decision,159,0.0,,0.0,2.5,159
1757771822.824,capture,160,2.2,,2.6,2.5,160
1757771822.834,detect,160,9.4,,13.3,2.5,160
1757771822.834,sample_decision,160,0.0,,0.0,2.5,160
1757771822.858,capture,161,2.0,,3.8,2.5,161
1757771822.868,detect,161,9.3,,13.3,2.5,161
1757771822.868,sample_decision,161,0.0,,0.0,2.5,161
1757771822.891,capture,162,1.7,,3.9,2.5,162
1757771822.901,detect,162,9.5,,15.6,2.5,162
1757771822.901,sample_decision,162,0.0,,0.0,2.5,162
1757771822.925,capture,163,1.7,,2.7,2.5,163
1757771822.934,detect,163,9.5,,12.9,2.5,163
1757771822.935,sample_decision,163,0.0,,0.0,2.5,163
1757771822.959,capture,164,2.3,,3.8,2.5,164
1757771822.968,detect,164,9.5,,16.1,2.5,164
